pokedex_names,elementType,species,height,weight,gender,eggGroups,eggCycle,base_hp,base_attack,base_defense,base_spAtk,base_spDef,base_speed,min100_hp,min100_attack,min100_defense,min100_spAtk,min100_spDef,min100_speed,max100_hp,max100_attack,max100_defense,max100_spAtk,max100_spDef,max100_speed,type_normal,type_fire,type_water,type_electricity,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
seel,Water,Sea Lion Pokémon,1.1 m (3′07″),90.0 kg (198.4 lbs),"50% male, 50% female","Field, Water 1","20				(4,884–5,140 steps)",65,45,55,45,70,45,240,85,103,85,130,85,334,207,229,207,262,207,1,0.25,0.5,2,2,0.25,1,1,1,1,1,1,1,1,1,1,0.5,1
dewgong,Water			Ice,Sea Lion Pokémon,1.7 m (5′07″),120.0 kg (264.6 lbs),"50% male, 50% female","Field, Water 1","20				(4,884–5,140 steps)",90,70,80,70,95,70,290,130,148,130,175,130,384,262,284,262,317,262,1,0.5,0.5,2,2,NA,2,1,1,1,1,1,2,1,1,1,1,1
grimer,Poison,Sludge Pokémon,0.9 m (2′11″),30.0 kg (66.1 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",80,80,50,40,50,25,270,148,94,76,94,49,364,284,218,196,218,163,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
muk,Poison,Sludge Pokémon,1.2 m (3′11″),30.0 kg (66.1 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",105,105,75,65,100,50,320,193,139,121,184,94,414,339,273,251,328,218,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
shellder,Water,Bivalve Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),"50% male, 50% female",Water 3,"20				(4,884–5,140 steps)",30,65,100,45,25,40,170,121,184,85,49,76,264,251,328,207,163,196,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
cloyster,Water			Ice,Bivalve Pokémon,1.5 m (4′11″),132.5 kg (292.1 lbs),"50% male, 50% female",Water 3,"20				(4,884–5,140 steps)",50,95,180,85,45,70,210,175,328,157,85,130,304,317,504,295,207,262,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
gastly,Ghost			Poison,Gas Pokémon,1.3 m (4′03″),0.1 kg (0.2 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",30,35,30,100,35,80,170,67,58,184,67,148,264,185,174,328,185,284,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
haunter,Ghost			Poison,Gas Pokémon,1.6 m (5′03″),0.1 kg (0.2 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",45,50,45,115,55,95,200,94,85,211,103,175,294,218,207,361,229,317,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
gengar,Ghost			Poison,Shadow Pokémon,1.5 m (4′11″),40.5 kg (89.3 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",60,65,60,130,75,110,230,121,112,238,139,202,324,251,240,394,273,350,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
onix,Rock			Ground,Rock Snake Pokémon,8.8 m (28′10″),210.0 kg (463.0 lbs),"50% male, 50% female",Mineral,"25				(6,169–6,425 steps)",35,45,160,30,45,70,180,85,292,58,85,130,274,207,460,174,207,262,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
drowzee,Psychic,Hypnosis Pokémon,1.0 m (3′03″),32.4 kg (71.4 lbs),"50% male, 50% female",Human-Like,"20				(4,884–5,140 steps)",60,48,45,43,90,42,230,90,85,81,166,80,324,214,207,203,306,201,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
hypno,Psychic,Hypnosis Pokémon,1.6 m (5′03″),75.6 kg (166.7 lbs),"50% male, 50% female",Human-Like,"20				(4,884–5,140 steps)",85,73,70,73,115,67,280,135,130,135,211,125,374,269,262,269,361,256,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
krabby,Water,River Crab Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),"50% male, 50% female",Water 3,"20				(4,884–5,140 steps)",30,105,90,25,25,50,170,193,166,49,49,94,264,339,306,163,163,218,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
kingler,Water,Pincer Pokémon,1.3 m (4′03″),60.0 kg (132.3 lbs),"50% male, 50% female",Water 3,"20				(4,884–5,140 steps)",55,130,115,50,50,75,220,238,211,94,94,139,314,394,361,218,218,273,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
voltorb,Electric,Ball Pokémon,0.5 m (1′08″),10.4 kg (22.9 lbs),Genderless,Mineral,"20				(4,884–5,140 steps)",40,30,50,55,55,100,190,58,94,103,103,184,284,174,218,229,229,328,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
electrode,Electric,Ball Pokémon,1.2 m (3′11″),66.6 kg (146.8 lbs),Genderless,Mineral,"20				(4,884–5,140 steps)",60,50,70,80,80,150,230,94,130,148,148,274,324,218,262,284,284,438,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
exeggcute,Grass			Psychic,Egg Pokémon,0.4 m (1′04″),2.5 kg (5.5 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",60,40,80,60,45,40,230,76,148,112,85,76,324,196,284,240,207,196,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
exeggutor,Grass			Psychic,Coconut Pokémon,2.0 m (6′07″),120.0 kg (264.6 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",95,95,85,125,75,55,300,175,157,229,139,103,394,317,295,383,273,229,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
cubone,Ground,Lonely Pokémon,0.4 m (1′04″),6.5 kg (14.3 lbs),"50% male, 50% female",Monster,"20				(4,884–5,140 steps)",50,50,95,40,50,35,210,94,175,76,94,67,304,218,317,196,218,185,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
marowak,Ground,Bone Keeper Pokémon,1.0 m (3′03″),45.0 kg (99.2 lbs),"50% male, 50% female",Monster,"20				(4,884–5,140 steps)",60,80,110,50,80,45,230,148,202,94,148,85,324,284,350,218,284,207,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
hitmonlee,Fighting,Kicking Pokémon,1.5 m (4′11″),49.8 kg (109.8 lbs),"100% male, 0% female",Human-Like,"25				(6,169–6,425 steps)",50,120,53,35,110,87,210,220,99,67,202,161,304,372,225,185,350,300,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
hitmonchan,Fighting,Punching Pokémon,1.4 m (4′07″),50.2 kg (110.7 lbs),"100% male, 0% female",Human-Like,"25				(6,169–6,425 steps)",50,105,79,35,110,76,210,193,146,67,202,141,304,339,282,185,350,276,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
lickitung,Normal,Licking Pokémon,1.2 m (3′11″),65.5 kg (144.4 lbs),"50% male, 50% female",Monster,"20				(4,884–5,140 steps)",90,55,75,60,75,30,290,103,139,112,139,58,384,229,273,240,273,174,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
koffing,Poison,Poison Gas Pokémon,0.6 m (2′00″),1.0 kg (2.2 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",40,65,95,60,45,35,190,121,175,112,85,67,284,251,317,240,207,185,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5
weezing,Poison,Poison Gas Pokémon,1.2 m (3′11″),9.5 kg (20.9 lbs),"50% male, 50% female",Amorphous,"20				(4,884–5,140 steps)",65,90,120,85,70,60,240,166,220,157,130,112,334,306,372,295,262,240,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5
rhyhorn,Ground			Rock,Spikes Pokémon,1.0 m (3′03″),115.0 kg (253.5 lbs),"50% male, 50% female","Field, Monster","20				(4,884–5,140 steps)",80,85,95,30,30,25,270,157,175,58,58,49,364,295,317,174,174,163,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
rhydon,Ground			Rock,Drill Pokémon,1.9 m (6′03″),120.0 kg (264.6 lbs),"50% male, 50% female","Field, Monster","20				(4,884–5,140 steps)",105,130,120,45,45,40,320,238,220,85,85,76,414,394,372,207,207,196,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
chansey,Normal,Egg Pokémon,1.1 m (3′07″),34.6 kg (76.3 lbs),"0% male, 100% female",Fairy,"40				(10,024–10,280 steps)",250,5,5,35,105,50,610,13,13,67,193,94,704,119,119,185,339,218,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
tangela,Grass,Vine Pokémon,1.0 m (3′03″),35.0 kg (77.2 lbs),"50% male, 50% female",Grass,"20				(4,884–5,140 steps)",65,55,115,100,40,60,240,103,211,184,76,112,334,229,361,328,196,240,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
kangaskhan,Normal,Parent Pokémon,2.2 m (7′03″),80.0 kg (176.4 lbs),"0% male, 100% female",Monster,"20				(4,884–5,140 steps)",105,95,80,40,80,90,320,175,148,76,148,166,414,317,284,196,284,306,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
horsea,Water,Dragon Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),"50% male, 50% female","Dragon, Water 1","20				(4,884–5,140 steps)",30,40,70,70,25,60,170,76,130,130,49,112,264,196,262,262,163,240,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
seadra,Water,Dragon Pokémon,1.2 m (3′11″),25.0 kg (55.1 lbs),"50% male, 50% female","Dragon, Water 1","20				(4,884–5,140 steps)",55,65,95,95,45,85,220,121,175,175,85,157,314,251,317,317,207,295,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
goldeen,Water,Goldfish Pokémon,0.6 m (2′00″),15.0 kg (33.1 lbs),"50% male, 50% female",Water 2,"20				(4,884–5,140 steps)",45,67,60,35,50,63,200,125,112,67,94,117,294,256,240,185,218,247,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
seaking,Water,Goldfish Pokémon,1.3 m (4′03″),39.0 kg (86.0 lbs),"50% male, 50% female",Water 2,"20				(4,884–5,140 steps)",80,92,65,65,80,68,270,170,121,121,148,126,364,311,251,251,284,258,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
staryu,Water,Star Shape Pokémon,0.8 m (2′07″),34.5 kg (76.1 lbs),Genderless,Water 3,"20				(4,884–5,140 steps)",30,45,55,70,55,85,170,85,103,130,103,157,264,207,229,262,229,295,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
starmie,Water			Psychic,Mysterious Pokémon,1.1 m (3′07″),80.0 kg (176.4 lbs),Genderless,Water 3,"20				(4,884–5,140 steps)",60,75,85,100,85,115,230,139,157,184,157,211,324,273,295,328,295,361,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
mr-mime,Psychic			Fairy,Barrier Pokémon,1.3 m (4′03″),54.5 kg (120.2 lbs),"50% male, 50% female",Human-Like,"25				(6,169–6,425 steps)",40,45,65,100,120,90,190,85,121,184,220,166,284,207,251,328,372,306,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
scyther,Bug			Flying,Mantis Pokémon,1.5 m (4′11″),56.0 kg (123.5 lbs),"50% male, 50% female",Bug,"25				(6,169–6,425 steps)",70,110,80,55,80,105,250,202,148,103,148,193,344,350,284,229,284,339,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
jynx,Ice			Psychic,Human Shape Pokémon,1.4 m (4′07″),40.6 kg (89.5 lbs),"0% male, 100% female",Human-Like,"25				(6,169–6,425 steps)",65,50,35,115,95,95,240,94,67,211,175,175,334,218,185,361,317,317,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
electabuzz,Electric,Electric Pokémon,1.1 m (3′07″),30.0 kg (66.1 lbs),"75% male, 25% female",Human-Like,"25				(6,169–6,425 steps)",65,83,57,95,85,105,240,153,107,175,157,193,334,291,234,317,295,339,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
magmar,Fire,Spitfire Pokémon,1.3 m (4′03″),44.5 kg (98.1 lbs),"75% male, 25% female",Human-Like,"25				(6,169–6,425 steps)",65,95,57,100,85,93,240,175,107,184,157,171,334,317,234,328,295,313,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
pinsir,Bug,Stag Beetle Pokémon,1.5 m (4′11″),55.0 kg (121.3 lbs),"50% male, 50% female",Bug,"25				(6,169–6,425 steps)",65,125,100,55,70,85,240,229,184,103,130,157,334,383,328,229,262,295,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
tauros,Normal,Wild Bull Pokémon,1.4 m (4′07″),88.4 kg (194.9 lbs),"100% male, 0% female",Field,"20				(4,884–5,140 steps)",75,100,95,40,70,110,260,184,175,76,130,202,354,328,317,196,262,350,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
magikarp,Water,Fish Pokémon,0.9 m (2′11″),10.0 kg (22.0 lbs),"50% male, 50% female","Dragon, Water 2","5				(1,029–1,285 steps)",20,10,55,15,20,80,150,22,103,31,40,148,244,130,229,141,152,284,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
gyarados,Water			Flying,Atrocious Pokémon,6.5 m (21′04″),235.0 kg (518.1 lbs),"50% male, 50% female","Dragon, Water 2","5				(1,029–1,285 steps)",95,125,79,60,100,81,300,229,146,112,184,150,394,383,282,240,328,287,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
lapras,Water			Ice,Transport Pokémon,2.5 m (8′02″),220.0 kg (485.0 lbs),"50% male, 50% female","Monster, Water 1","40				(10,024–10,280 steps)",130,85,80,85,95,60,370,157,148,157,175,112,464,295,284,295,317,240,1,1,0,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
ditto,Normal,Transform Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),Genderless,Ditto,"20				(4,884–5,140 steps)",48,48,48,48,48,48,206,90,90,90,90,90,300,214,214,214,214,214,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
eevee,Normal,Evolution Pokémon,0.3 m (1′00″),6.5 kg (14.3 lbs),"87.5% male, 12.5% female",Field,"35				(8,739–8,995 steps)",55,55,50,45,65,55,220,103,94,85,121,103,314,229,218,207,251,229,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
vaporeon,Water,Bubble Jet Pokémon,1.0 m (3′03″),29.0 kg (63.9 lbs),"87.5% male, 12.5% female",Field,"35				(8,739–8,995 steps)",130,65,60,110,95,65,370,121,112,202,175,121,464,251,240,350,317,251,1,0.5,0,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
jolteon,Electric,Lightning Pokémon,0.8 m (2′07″),24.5 kg (54.0 lbs),"87.5% male, 12.5% female",Field,"35				(8,739–8,995 steps)",65,65,60,110,95,130,240,121,112,202,175,238,334,251,240,350,317,394,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
flareon,Fire,Flame Pokémon,0.9 m (2′11″),25.0 kg (55.1 lbs),"87.5% male, 12.5% female",Field,"35				(8,739–8,995 steps)",65,130,60,95,110,65,240,238,112,175,202,121,334,394,240,317,350,251,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
porygon,Normal,Virtual Pokémon,0.8 m (2′07″),36.5 kg (80.5 lbs),Genderless,Mineral,"20				(4,884–5,140 steps)",65,60,70,85,75,40,240,112,130,157,139,76,334,240,262,295,273,196,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
omanyte,Rock			Water,Spiral Pokémon,0.4 m (1′04″),7.5 kg (16.5 lbs),"87.5% male, 12.5% female","Water 1, Water 3","30				(7,454–7,710 steps)",35,40,100,90,55,35,180,76,184,166,103,67,274,196,328,306,229,185,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
omastar,Rock			Water,Spiral Pokémon,1.0 m (3′03″),35.0 kg (77.2 lbs),"87.5% male, 12.5% female","Water 1, Water 3","30				(7,454–7,710 steps)",70,60,125,115,70,55,250,112,229,211,130,103,344,240,383,361,262,229,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
kabuto,Rock			Water,Shellfish Pokémon,0.5 m (1′08″),11.5 kg (25.4 lbs),"87.5% male, 12.5% female","Water 1, Water 3","30				(7,454–7,710 steps)",30,80,90,55,45,55,170,148,166,103,85,103,264,284,306,229,207,229,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
kabutops,Rock			Water,Shellfish Pokémon,1.3 m (4′03″),40.5 kg (89.3 lbs),"87.5% male, 12.5% female","Water 1, Water 3","30				(7,454–7,710 steps)",60,115,105,65,70,80,230,211,193,121,130,148,324,361,339,251,262,284,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
aerodactyl,Rock			Flying,Fossil Pokémon,1.8 m (5′11″),59.0 kg (130.1 lbs),"87.5% male, 12.5% female",Flying,"35				(8,739–8,995 steps)",80,105,65,60,75,130,270,193,121,112,139,238,364,339,251,240,273,394,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
snorlax,Normal,Sleeping Pokémon,2.1 m (6′11″),460.0 kg (1014.1 lbs),"87.5% male, 12.5% female",Monster,"40				(10,024–10,280 steps)",160,110,65,65,110,30,430,202,121,121,202,58,524,350,251,251,350,174,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
articuno,Ice			Flying,Freeze Pokémon,1.7 m (5′07″),55.4 kg (122.1 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",90,85,100,95,125,85,290,157,184,175,229,157,384,295,328,317,383,295,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1
zapdos,Electric			Flying,Electric Pokémon,1.6 m (5′03″),52.6 kg (116.0 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",90,90,85,125,90,100,290,166,157,229,166,184,384,306,295,383,306,328,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
moltres,Fire			Flying,Flame Pokémon,2.0 m (6′07″),60.0 kg (132.3 lbs),Genderless,Undiscovered,"80				(20,304–20,560 steps)",90,100,90,125,85,90,290,184,166,229,157,166,384,328,306,383,295,306,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
dratini,Dragon,Dragon Pokémon,1.8 m (5′11″),3.3 kg (7.3 lbs),"50% male, 50% female","Dragon, Water 1","40				(10,024–10,280 steps)",41,64,45,50,50,50,192,119,85,94,94,94,286,249,207,218,218,218,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
dragonair,Dragon,Dragon Pokémon,4.0 m (13′01″),16.5 kg (36.4 lbs),"50% male, 50% female","Dragon, Water 1","40				(10,024–10,280 steps)",61,84,65,70,70,70,232,155,121,130,130,130,326,293,251,262,262,262,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
dragonite,Dragon			Flying,Dragon Pokémon,2.2 m (7′03″),210.0 kg (463.0 lbs),"50% male, 50% female","Dragon, Water 1","40				(10,024–10,280 steps)",91,134,95,100,100,80,292,245,175,184,184,148,386,403,317,328,328,284,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
mewtwo,Psychic,Genetic Pokémon,2.0 m (6′07″),122.0 kg (269.0 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",106,110,90,154,90,130,322,202,166,281,166,238,416,350,306,447,306,394,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
mew,Psychic,New Species Pokémon,0.4 m (1′04″),4.0 kg (8.8 lbs),Genderless,Undiscovered,"120				(30,584–30,840 steps)",100,100,100,100,100,100,310,184,184,184,184,184,404,328,328,328,328,328,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
chikorita,Grass,Leaf Pokémon,0.9 m (2′11″),6.4 kg (14.1 lbs),"87.5% male, 12.5% female","Grass, Monster","20				(4,884–5,140 steps)",45,49,65,49,65,45,200,92,121,92,121,85,294,216,251,216,251,207,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
bayleef,Grass,Leaf Pokémon,1.2 m (3′11″),15.8 kg (34.8 lbs),"87.5% male, 12.5% female","Grass, Monster","20				(4,884–5,140 steps)",60,62,80,63,80,60,230,116,148,117,148,112,324,245,284,247,284,240,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
meganium,Grass,Herb Pokémon,1.8 m (5′11″),100.5 kg (221.6 lbs),"87.5% male, 12.5% female","Grass, Monster","20				(4,884–5,140 steps)",80,82,100,83,100,80,270,152,184,153,184,148,364,289,328,291,328,284,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
cyndaquil,Fire,Fire Mouse Pokémon,0.5 m (1′08″),7.9 kg (17.4 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",39,52,43,60,50,65,188,98,81,112,94,121,282,223,203,240,218,251,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
quilava,Fire,Volcano Pokémon,0.9 m (2′11″),19.0 kg (41.9 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",58,64,58,80,65,80,226,119,108,148,121,148,320,249,236,284,251,284,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
typhlosion,Fire,Volcano Pokémon,1.7 m (5′07″),79.5 kg (175.3 lbs),"87.5% male, 12.5% female",Field,"20				(4,884–5,140 steps)",78,84,78,109,85,100,266,155,144,200,157,184,360,293,280,348,295,328,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
totodile,Water,Big Jaw Pokémon,0.6 m (2′00″),9.5 kg (20.9 lbs),"87.5% male, 12.5% female","Monster, Water 1","20				(4,884–5,140 steps)",50,65,64,44,48,43,210,121,119,83,90,81,304,251,249,205,214,203,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
croconaw,Water,Big Jaw Pokémon,1.1 m (3′07″),25.0 kg (55.1 lbs),"87.5% male, 12.5% female","Monster, Water 1","20				(4,884–5,140 steps)",65,80,80,59,63,58,240,148,148,110,117,108,334,284,284,238,247,236,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
feraligatr,Water,Big Jaw Pokémon,2.3 m (7′07″),88.8 kg (195.8 lbs),"87.5% male, 12.5% female","Monster, Water 1","20				(4,884–5,140 steps)",85,105,100,79,83,78,280,193,184,146,153,144,374,339,328,282,291,280,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
sentret,Normal,Scout Pokémon,0.8 m (2′07″),6.0 kg (13.2 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",35,46,34,35,45,20,180,87,65,67,85,40,274,210,183,185,207,152,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
furret,Normal,Long Body Pokémon,1.8 m (5′11″),32.5 kg (71.7 lbs),"50% male, 50% female",Field,"15				(3,599–3,855 steps)",85,76,64,45,55,90,280,141,119,85,103,166,374,276,249,207,229,306,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
hoothoot,Normal			Flying,Owl Pokémon,0.7 m (2′04″),21.2 kg (46.7 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",60,30,30,36,56,50,230,58,58,69,105,94,324,174,174,188,232,218,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
noctowl,Normal			Flying,Owl Pokémon,1.6 m (5′03″),40.8 kg (89.9 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",100,50,50,86,96,70,310,94,94,159,177,130,404,218,218,298,320,262,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
ledyba,Bug			Flying,Five Star Pokémon,1.0 m (3′03″),10.8 kg (23.8 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",40,20,30,40,80,55,190,40,58,76,148,103,284,152,174,196,284,229,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
ledian,Bug			Flying,Five Star Pokémon,1.4 m (4′07″),35.6 kg (78.5 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",55,35,50,55,110,85,220,67,94,103,202,157,314,185,218,229,350,295,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
spinarak,Bug			Poison,String Spit Pokémon,0.5 m (1′08″),8.5 kg (18.7 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",40,60,40,40,40,30,190,112,76,76,76,58,284,240,196,196,196,174,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
ariados,Bug			Poison,Long Leg Pokémon,1.1 m (3′07″),33.5 kg (73.9 lbs),"50% male, 50% female",Bug,"15				(3,599–3,855 steps)",70,90,70,60,70,40,250,166,130,112,130,76,344,306,262,240,262,196,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
crobat,Poison			Flying,Bat Pokémon,1.8 m (5′11″),75.0 kg (165.3 lbs),"50% male, 50% female",Flying,"15				(3,599–3,855 steps)",85,90,80,70,80,130,280,166,148,130,148,238,374,306,284,262,284,394,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5
chinchou,Water			Electric,Angler Pokémon,0.5 m (1′08″),12.0 kg (26.5 lbs),"50% male, 50% female",Water 2,"20				(4,884–5,140 steps)",75,38,38,56,56,67,260,72,72,105,105,125,354,192,192,232,232,256,1,0.5,0.5,0,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1
lanturn,Water			Electric,Light Pokémon,1.2 m (3′11″),22.5 kg (49.6 lbs),"50% male, 50% female",Water 2,"20				(4,884–5,140 steps)",125,58,58,76,76,67,360,108,108,141,141,125,454,236,236,276,276,256,1,0.5,0.5,0,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1
pichu,Electric,Tiny Mouse Pokémon,0.3 m (1′00″),2.0 kg (4.4 lbs),"50% male, 50% female",Undiscovered,"10				(2,314–2,570 steps)",20,40,15,35,35,60,150,76,31,67,67,112,244,196,141,185,185,240,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
